source	target	search_result
No bairro de Cabelo Seco, em Marabá, Pará, área localizada na região amazônica do Brasil, eles formam o coletivo Rios de Encontro, que promove ações culturais comunitárias em prol da geração de energia sustentável, medicina natural e educação.	In an area located in the Amazon rainforest called Cabelo Seco, a neighborhood in the city of Marabá in the federal state of Pará, they are part of the collective Rios de Encontro (Gathering Rivers), which promotes cultural activities in the community with a focus on sustainable energy, natural medicine, and education.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Esse ano, eles criaram a Rádio Arraia, projeto selecionado pelo Rising Voices Amazônia em 2014, que ecoa jingles sobre as atividades do grupo na cidade.	This year, they created the Radio Arraia, a grantee of Rising Voices 2014 that broadcasts jingles about the group's activities around town.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Nessa região do país, uma série de hidrelétricas e a extração de minérios fazem parte do plano do crescimento brasileiro.	In this part of the country, a series of hydroelectric dam projects and the extraction of minerals are part of the Brazilian plan for growth.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Na pauta da Rádio, há por exemplo ideias para alternativas energéticas à hidrelétrica de Marabá - que, caso seja construída, irá alagar a cidade vizinha de São Joāo e prejudicar a vida de Marabá e do sudeste do Pará.	For example, the short jingles they create are played on the radio talking about alternatives to the hydroelectric dam of Marabá, which critics say will flood the nearby town of São João and disturb the lives of the residents of Marabá and the southeastern part of Pará if it is built.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
Ouça o jingle “Eu quero energia solar” da Rádio Arraia:	Listen to the jingle “I Want Solar Energy” by Radio Arraia:	Listen to this jingle inviting people to charge their cell phones in the Rios dos Encontros barn, where a solar plate has been made available:
Os projetos comunitários do Rios de Encontro buscam promover mudanças sociais sustentáveis.	The Rios de Encontro community seeks to promote sustainable social changes through various projects.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Atuando na comunidade afrodescendente de Cabelo Seco desde 2009, eles têm mobilizado as 380 famílias do local, que deixou de ser conhecido como periferia violenta de tráfico de drogas e passou a ser a referência do imaginário da região e de eventos ecoculturais.	They have worked with the African-descendant community of Cabelo Seco since 2009, and have already mobilized 380 families there.  The outskirt area, once known for its violent drug trafficking, has become a reference for cultural and ecological events in the region.	Um sistema sem qualquer tipo de controlo cidadão, refém de um modelo económico-financeiro, sem preocupações sociais ou ambientais e que fomenta as desigualdades, a pobreza e a perda de direitos à escala global.
Jessica Ertel, Renato Cavalcate (Universidade Federal do Pará), que trabalharam juntos com os jovens coordenadores Évany Valente, Carol Sousa e Pablo Diego.	Jessica Ertel, Renato Cavalcate (Federal University of Pará), who worked together with the young coordinators Evany Valente, Carol Sousa and Pablo Diego.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Eles apresentam a bicicleta movida por energia solar, lançada no dia 14 de dezembro no bairro de Cabelo Seco	They feature the bicycle powered by solar energy, launched on December 14 in Cabelo Seco.	O novo carrinho foi levado para a Praça Tiradentes, o marco zero de Curitiba, e ganhou uma identidade visual feita especialmente para ele.
O Rising Voices conversou com os educadores e coordenadores adultos do grupo, Manoela Souza, 40, e Dan Baron, 57, criadores do Instituto Transformance , que tem atuado em comunidades ao redor do mundo.  E também com os quatro coordenadores jovens, Ana Carolina de Souza, 13, Évany Valente, 15, Pablo Diego, 15, e Sandoval Maia,13.	Rising Voices spoke with the educators and adult coordinators of the group: Manuela Souza, 40, and Dan Baron, 57, creators of the Institute Transformance, which has worked with various communities around the world, and Ana Carolina de Souza, 13, Evany Valente, 15, Pablo Diego, 15, and Sandoval Maia, 13.	Sandoval Maia, Évany Valente, Elisa Dias, Caroline Valente, Carol Sousa, Matheus Sá, Camylla Alves, Rafael Varão, Pablo Diego e João Paulo Sousa, together in the Barracão da Cultura (Culture Barn) of Rios de Encontro.
Depois de três meses de pesquisa, os próprios jovens lançaram a bici-rádio solar, uma bicicleta com uma aparelhagem de som que funciona exclusivamente via energia solar.	After three months of research, the young people launched the “bici-rádio solar”, a bicycle with sound equipment attached to it that is fully powered by solar energy.	Um sistema sem qualquer tipo de controlo cidadão, refém de um modelo económico-financeiro, sem preocupações sociais ou ambientais e que fomenta as desigualdades, a pobreza e a perda de direitos à escala global.
É através da bicicleta que os jovens pretendem levar os jingles aos moradores de Marabá.	It is through the bike that they want to take the jingles to the residents of Marabá.	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.
Pablo Diego é um dos responsáveis pela construção da bici-rádio solar.	Pablo Diego is one of the young people in charge of the radio bike.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
“Acredito que vamos conscientizar as pessoas a não destruírem o meio ambiente, a não alagarem a cidade”.	“I believe that we will educate people to not destroy the environment, to not flood our town”.	“Tenho família que fugiu de Angola em 75.
A criação dos jingles começou no ano passado, antes mesmo da Rádio Arraia.	The production of jingles began last year, even before Radio Arraia started.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Para Manoela ainda tem muito mais por vir:	For Manoela, there is still more to come:	Foi terrível para muita gente, para muitas famílias.
Queremos aprofundar nossa relação com a bici-rádio.	We want to expand our activities with the radio bike.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Os jovens já criaram vídeos sobre os mestres da comunidade.	The teenagers have already created videos about community leaders.	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.
Esse ano, realizamos cursos de história viva e rádio comunitária.	This year, we taught courses about living history and community radio.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Com a Rádio Arraia, aumentou a motivação para criar uma rádio comunitária amazônica pela internet.	With Rádio Arraia, we have been encouraged to set up a community radio online in the Amazon.	Por fim, foi criado um plano de fidelidade para beneficiar os mais assíduos e um site (saboreie aqui) para divulgar a marca Pipoca do Valdir.
Na hora de criar os jingles, cada um dos jovens coordenadores fala ou toca um instrumento.	The Rising Voices microgrant will help the community add this digital component to their work.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
O material depois é editado no computador por Dan Baron, junto com as jovens lideranças.	When it is time to create jingles, each of the youth coordinators speak or play an instrument.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Enquanto Évany cuida da parte musical, Sandoval é um dos responsáveis pela programação da Rádio.	The material is then edited on the computer by Dan Baron, along with the young leaders.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Ambos musicitas, ele toca clarinete e ela, uma série de instrumentos, além de dar aulas de violão e saxofone.	While Evany takes care of the musical part, Sandoval is the one in charge of the radio program.	Só que além disso, olha o que é ser pipoqueiro no século XXI: ele coloca um pacotinho com um guardanapo, um palito de dente e uma bala de hortelã.
“A Évany é uma inspiração para mim e a Manoela está me apoiando na coordenação dos jingles.	Both are musicians: he plays clarinet and she plays a great deal of instruments, besides teaching guitar and saxophone.”	“Tenho família que fugiu de Angola em 75.
A Rádio é uma ideia para ser levada à sério.	We have to take the Radio idea very seriously.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Em breve, além dos jingles, estaremos fazendo entrevistas”, conta Sandoval, que já está aprendendo a editar os jingles	Soon, in addition to the jingles, we will be doing interviews,” said Sandoval, who is already learning how to edit the jingles.	As decisões tomadas o foram graças à interação no Twitter.”
Para Évany, o destaque do processo criativo é o caráter coletivo.	For Évany, the collective aspect is the best thing about the creative process.	O jornalismo está abandonando, aos poucos, por motivos inconfessáveis, a valorização das personagens como elemento de narrativa.
“No grupo, um vai dando motivação para o outro”.	“In the group, one motivates the other.”	“Tenho família que fugiu de Angola em 75.
Outros microprojetos Além da Rádio, o coletivo Rios de Encontro também criou os micro-projetos Latinhas de Quintal (música), AfroMundi: Pés no Chāo (dança), Cine Coruja (cinema), Rabetas Vídeos, Jornalismo Social, Bicicletadas pela Vida, Biblioteca Folhas da Vida e Roupas ao Vento (gênero).	Besides Radio Arraia, the collective Rios de Encontro also have set up other microprojects called Latinhas de Quintal (music), Afro Mundi: Pés no Chão (dance), Cine Coruja (cinema), Rabetas Videos, Social Journalism, Bicicletadas pela Vida (Riding for life), Bibliotecas Folhas da Vida (Library Leaves of Life) and Roupas ao Vento (about gender).	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
A Rádio Arraia está funcionando como difusor de todas essas ações culturais comunitárias.	The Radio spreads the word about all these cultural activities in the community.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Com a ajuda de Ana Carolina de Souza, de 13 anos, Évany também coordena o Cine Coruja.	With the help of Ana Carolina de Souza, 13, Evany also coordinates the Cine Coruja.	A principal vítima desses PUAs são pré-adolescentes que atingiram a idade de consentimento, 14 anos.
Para Dan, é preciso muita autoconfiança e coragem da parte dos jovens para que venham à publico e questionem o projeto da hidrelétrica e da hidrovia na região:	For Dan, these young people are very courageous to speak out publicly and raise the question about the hydroelectric project and the waterway in the region:	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Aqui a palavra pública é tão perigosa que o silêncio é a melhor maneira de sobreviver.	Here, to speak publicly is so dangerous that keeping silence is the best way to survive.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Eles são jovens conscientes e artistas, não ‘ativistas' como conhecemos no sentido da palavra.	They are very aware young people and artists, not ‘activists' as we know it in the sense of this word.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Estamos usando a rádio para sensibilizar e encorajar as comunidades que são vítimas da exclusão, pobreza e das grandes obras.	We are using the radio as a way to raise awareness and encourage communities who have been victims of exclusion and poverty due to the mega projects in the Amazon.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
A resposta é que eles estão fazendo, mas provavelmente você simplesmente está ignorando.	The answer is they are, you're probably just ignoring them.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Os muçulmanos, como quase todos os demais - exceto neonazistas que aprovam -, têm condenado o terrorismo desde o primeiro dia, que para a maioria dos ocidentais parece que foi em 11 de setembro de 2001.	Muslims, like pretty much anyone else - except the Neo-Nazis who relish it -, have been condemning terrorism since Day 1, which, for most Westerners it seems, started on September 11, 2001.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Somente para deixar as coisas claras.	- ChristianChristensen (@ChrChristensen) January 7, 2015 Just to make things clear.	Além de alguns visíveis cuidados de higiene.
Esta não é uma defesa ao Islão, tampouco é uma crítica ao Islão.	This is not a defense of Islam, nor is it a criticism of Islam.	Este é um avanço não só para os LGBTs, mas para a laicidade e para toda a democracia.
Ambos tratam de conceitos vagos que são descontextualizados e privados de todo significado.	Both deal with very vague concepts that are decontexualized and removed of all meaning.	O jornalismo está abandonando, aos poucos, por motivos inconfessáveis, a valorização das personagens como elemento de narrativa.
Palavras como “terror” e “tolerância” somente significam algo quando o “outro” está sendo descrito, não quando falamos sobre “nós”.	Words like ‘terror' and ‘tolerance' only mean something when the ‘Other' is being depicted, not when we talk about ‘Us'.	“Tenho família que fugiu de Angola em 75.  Foi terrível para muita gente, para muitas famílias.
Qual Islão deveria estar defendendo ou atacando?	Which Islam should I be defending/attacking?	Quem é o ministro da defesa para dedicir o que podemos pensar ou não?
O Islão de quem?	Whose Islam?	Quer mais do que isso?
O Islão do século XXI?	The Islam of the 21st century?	Não estamos num estado democrático?
O Islão da Europa?	The Islam of Europe?	Igreja Mundial do Poder de Deus.
Da França?	France?	Long Live la Françafrique!
Da Arabia Saudita?	Saudi Arabia?	Saudi Arabia
Do Egito?	Egypt?	#EGYPT
Da Turquia?	Turkey?	#turkey
Da Malasia?	Malaysia?	Malaysia:
Da China?	China?	Is this China?
Da Austrália?	Australia?	This is Australia?
O Islão de Tarig Ramadan?	The Islam of Tariq Ramadan?	Quer mais do que isso?
Mehdi Hassan?	Mehdi Hassan?	RIP Mehdi Hassan
Abdul-Aziz idn Abdullah Al Ashi-Sheikh?	Abdul-Aziz ibn Abdullah Al Ash-Sheikh?	Sherif Abdel-Azim
Rhami Yaran?	Rahmi Yaran?	- Bint yamma sabe hayda?
Mais tarde, o policial foi identificado como sendo Ahmed Merabet, de 42 anos.	He was later identified as 42-year-old Ahmed Merabet.	A principal vítima desses PUAs são pré-adolescentes que atingiram a idade de consentimento, 14 anos.
Este policial franco-muçulmano de origem tunisiana foi designado para patrulhar a 11ª divisão administrativa de Paris, onde se localiza os escritórios do Charlie Hebdo.	The Muslim French cop of Algerian origin was assigned to Paris' 11th arrondissement, where Charlie Hebdo's offices are located.	O novo carrinho foi levado para a Praça Tiradentes, o marco zero de Curitiba, e ganhou uma identidade visual feita especialmente para ele.
Por causa disto, foram muitas vezes acusados de racismo.	They were often accused of racism.	É isso que praticam torturadores, opressores e inquisidores e pedófilos da Igreja Católica.
Passaram por um processo legal e foram absolvidos por uma corte francesa, em 2009, depois de terem retratado Sarkozy se convertendo ao Judaísmo por razões financeiras.	They even survived a legal backlash when they were acquitted by a French court in 2009 after depicting Sarkozy converting to Judaism for financial reasons.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Ahmed é Charlie.	Ahmed is Charlie.	Charlie Is Ahmed.
E Charlie é Ahmed.	And Charlie is Ahmed.	Charlie Is Ahmed.
2 milhões de pessoas foram a Paris para a ‘Marche Republicaine' organizada pelo Governo francês contra o terrorismo devido ao duplo ataque de quarta e quinta-feira.	2 million people arrived in Paris for the Marche Republicaine organized by the French government against the terrorism due to the double attack of Wednesday and Thursday.	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.
17 pessoas e 3 terroristas morreram.	17 people and 3 terrorists died.	Foi terrível para muita gente, para muitas famílias.
Fotografia de Matteo Pellegrinuzzi.	Photograph by Matteo Pellegrinuzzi.	Image: Antonio Marín Segovia.
Com que fundamento vêm a Paris representantes de regimes que actuam como predadores da liberdade de imprensa prestar tributo a Charlie Hebdo, uma revista que sempre defendeu o conceito mais radical de liberdade de expressão?	On what grounds are representatives of regimes that are predators of press freedom coming to Paris to pay tribute to Charlie Hebdo, a publication that has always defended the most radical concept of freedom of expression?	debater temas relacionados ao direito à comunicação, a produção de conteúdo pela população, ao protagonismo da sociedade no processo comunicacional e a todos os elementos que compõem a mídia cidadã.
Mais hipocrisia: o Hamas condena o ataque ao Charlie Hebdo, mas espancam jornalistas em Gaza e aprovam massacres na sinagoga.	More hypocrisy: Hamas condemns Charlie Hebdo attack http://t.co/MtQ7Mn63mt yet they beat up journos in Gaza and endorsed synagogue massacre.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Amanhã, vão assinar acordos com aqueles que açoitam o blogger saudita Raif Badawi por “insultar o Islão.”	Tomorrow, they cut deals with those who flog Saudi blogger Raif Badawi for “insulting Islam.”	Amilton [sic] havia encerrado as atividades de seu blog no último dia 9, para cuidar de “problemas de saúde e outras dificuldades”.
O mundo muçulmano não tem falta de heróis que lutam pela liberdade de expressão.	She further explains her point: Muslim world is not lacking for heroes who battle for free speech.	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.
Tem falta de apoio do ocidente, que está mais interessado em vender armas e petróleo.	It does lack support from the West more interested in selling arms & oil. - Zeynep Tufekci (@zeynep) January 11, 2015	Pelo que apreendi na altura e sei hoje, o Estado português, na época, não lhes prestou lá o apoio que deveria.
O sarcasmo também foi partilhado.	And there was sarcasm shared too.	A rodovia Transamazônica, na altura do quilômetro 50, também foi interditada.
Todos os olhos à procura de Kim Jong-un na manifestação para a liberdade de expressão em Paris.	All eyes looking for Kim Jong-un at the freedom of speech rally in Paris.	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.
Todos os outros estão lá.	Everyone else is there.	As férias estão aí.
O palestiniano Ali Abunimah diz aos seus 57,7 mil seguidores:	- Giray Özil (@girayozil) January 11, 2015 Palestinian Ali Abunimah tells his 57.	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.
O rei e a rainha da Jordânia foram a Paris, mas não a Gaza.	7K followers: Jordan's King & Queen went to Paris, but not Gaza.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
No Brasil, transporte público fica mais caro e protestos são reprimidos pela polícia	Déjà Vu in Brazil as Police Crack Down on Protests Against Public Transportation Fare Hikes	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.
Concentração da manifestação no centro de são Paulo.	Demonstration in the center of São Paulo.	O protesto não tem prazo para terminar.
Imagem: Mídia Ninja, CC BY-2.	Image: Midia Ninja, CC BY-2.	Image by Mídia Ninja CC BY 2.0.
0 Em 2013, manifestações contra o aumento das tarifas do transporte público em diversas capitais e cidades do Brasil acabaram levando o país a uma onda de protestos sem precedentes.	0 Brazil was swept into an unprecedented wave of protests in 2013 against a hike in public transportation fares.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Milhões de pessoas tomaram as ruas em junho daquele ano, em números que cresciam à medida que aumentava a violência policial contra o direito constitucional à livre manifestação.	Millions of people took to the streets in June of that year, and their numbers grew as police reacted with increasing violence.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
A repressão da polícia, em vez de arrefecer os ânimos dos manifestantes, fez surgir uma oposição ainda mais radical.	The police repression, rather than cooling the tempers of the protesters, only fostered an even more radical opposition.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Apareceram os primeiros Black Blocs e os protestos prosseguiram até pelo menos o período da Copa do Mundo, no ano seguinte.	The first Black Blocs appeared and protests continued at least up until and during the World Cup the following year.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Manifestações pacíficas eram brutalmente e gratuitamente reprimidas, em geral apenas como forma de demonstração de força por parte da polícia, o que acabava incitando uma resposta igualmente violenta por parte de setores que ocupavam as ruas.	Police were accused of brutally suppressing peaceful demonstrations as a way to reinforce their own strength, and their actions ended up provoking an equally violent response from those in the streets.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
As manifestações, pese seu tamanho, conquistaram pouco mais que promessas vazias por parte do governo federal e um congelamento do aumento das passagens de ônibus - que, agora, parece ter chegado ao fim.	The demonstrations, despite their size, won little more than empty promises from the federal government and a freeze on the bus fares - which now seems to have come to an end.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Após uma trégua e diminuição das manifestações durante as eleições, que terminaram com a vitória por pequena margem de Dilma Rousseff, os protestos retornaram com força após novos anúncios de aumento das passagens de ônibus, trens e metrô.	After a truce and a lull in protests during the recent elections, in which President Dilma Rousseff was reelected by a small margin, the protests have returned with renewed strength after the announcement of a new hike in bus tickets, trains and subway fares.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Polícia agride jovem negra no Rio de Janeiro.	Police detain a young black woman in Rio de Janeiro.	Vejam a que ponto está chegando a violência no nosso estado do Maranhão.
Imagem: Coletivo Olhar Independente, uso livre.	Image: Collective Olhar Independente, free use.	Photo: Agência Brasil CC 3.0.
No Rio de Janeiro,, São Paulo e Salvador, aumentaram no início de 2015.	In São Paulo and Rio, tickets increased by 50 and 40 cents respectively.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
Em São Paulo e no Rio as passagens tiveram um aumento de 50 e 40 centavos respectivamente.	In Belo Horizonte, it was 25 cents, but the increase was later suspended by a state court.	A rodovia Transamazônica, na altura do quilômetro 50, também foi interditada.
Já em Belo Horizonte a alta foi de 25 centavos, mas foi suspensa pela justiça.  Como forma de acalmar os protestos, o prefeito de São Paulo, Fernando Haddad, anunciou o Passe Livre para estudantes pobres e de escolas públicas, decisão criticada pelo MPL, que considerou a medida insuficiente, pois a gratuidade valeria apenas para o deslocamento do estudante da casa à escola e não mudaria o quadro de exclusão de outros grupos sociais.	In order to calm the protests, São Paulo Mayor Fernando Haddad announced a free pass for poor and public school students, a decision criticized by the Free Pass Movement (MPL), who considered the measure insufficient since the free pass would only be for students going home from school and back, and would not change the exclusion other social groups face in regards to public transportation.	O governo, não obstante ter um orçamento aprovado pela assembleia nacional, ignorou pura e simplesmente as alterações aprovadas pelo plenário da assembleia nacional e executou um orçamento completamente à margem das dotações orçamentais, facto que refletiu de imediato na falta de medicamentos nos hospitais, bem como no desprezo total do governo para com os necessitados.
No Rio de Janeiro, uma agressão foi relatada pelo Coletivo Olhar Independente: Thamires Fortunato, estudante de filosofia da UFF é arrastada pelos cabelos e detida no QG da PM na Rua Evaristo da Veiga e não é permitido o acesso da advogada ativista Cristiano Oliveira do DDH.	Thamires Fortunato, a philosophy student at UFF, is dragged by the hair and held at the Military Police (PM) Headquarters on Evaristo da Veiga Street and is not allowed access activist lawyer Cristiano Oliveira from [NGO] Human Rights Advocates.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
PM diz que ela será conduzida para a 17° DP em São Cristóvão.	PM says she will be conducted for 17° DP [Police Office] in the neighborhood of São Cristóvão.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Como em 2013, o protesto em São Paulo foi convocado pelo MPL (Movimento Passe Livre).	In São Paulo, the protest was organized by the Free Pass Movement, just like in 2013.	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.
O objetivo era protestar contra o aumento das passagens de ônibus (sob responsabilidade do prefeito Fernando Haddad) e de trem e metrô (sob responsabilidade do governador do estado Geraldo Alckmin), além de exigir sua tradicional bandeira: tarifa zero para todo o transporte público.	The purpose was to protest against the fare hikes for buses (under the responsibility of Mayor Fernando Haddad) and for trains and the subway (under the responsibility of the state Governor Geraldo Alckmin), and to demand free fare for everyone on all public transport.	O governo, não obstante ter um orçamento aprovado pela assembleia nacional, ignorou pura e simplesmente as alterações aprovadas pelo plenário da assembleia nacional e executou um orçamento completamente à margem das dotações orçamentais, facto que refletiu de imediato na falta de medicamentos nos hospitais, bem como no desprezo total do governo para com os necessitados.
Vídeo gravado pelo usuário do Youtube Karashh mostra o momento em que a polícia começou a atacar os manifestantes:	Video recorded by YouTube user Karashh shows the moment when the police began to attack the demonstrators:	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
Segundo uma testemunha, um pequeno grupo de Black Blocs quebrou algumas lixeiras e caminharam batendo em portas de ferro de lojas fechadas.	According to a witness, a small group of Black Blocs knocked over some trash cans and hit the iron doors of closed shops.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
De acordo com a jornalista Eliane Brum, uma agência bancária da região também foi depredada por esse pequeno grupo.	Journalist Eliane Brum reported a bank branch in the region was also vandalized by this small group.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Foi o suficiente para que a PM começasse a jogar bombas de gás e a atirar balas de borracha - que em 2013 cegaram um fotógrafo e feriram uma jornalista também no olho - para dispersar uma manifestação que desde o começo estava cercada de tensão, com declarações oficiais por parte do Comando da PM de que não permitiriam sequer a marcha dos manifestantes.	It was enough for the police to start throwing tear gas and firing rubber bullets - which in 2013 blinded a photographer and injured a female journalist in the eye - to disperse the protest, which from the beginning was tense given the official statements of the military police command saying they would not allow the march to happen.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
O professor Pablo Ortellado, presente na manifestação, criticou a cobertura midiática do ato e acusou a PM de iniciar a violência:	Pablo Ortellado, a professor who was at the demonstration, criticized the media coverage and accused the police of starting the violence:	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Sou testemunha ocular de que a PM, depois de um incidente isolado na Paulista, atacou gratuitamente uma gigantesca manifestação que transcorria pacifica na Consolação.	I am an eyewitness that the military police, after an isolated incident on Paulista [avenue], attacked a massive non-violent protest that peacefully walked down Consolação [street].	Pelo que apreendi na altura e sei hoje, o Estado português, na época, não lhes prestou lá o apoio que deveria.
O MPL foi informado de que haviam acontecido prisões na Paulista, segurou a manifestação na Consolação até a situação se acalmar e a enorme passeata, de dezenas de milhares de pessoas, que estava noutra rua e a cem metros do incidente foi gratuita e covardemente atacada pela polícia.	The Free Fare Movement was informed of the arrests on Paulista, and so held the demonstration on Consolação until the situation became more calm, and the huge march of tens of thousands of people, who were on another street and a hundred yards away from the incident, were cowardly attacked by police anyway.	O governo, não obstante ter um orçamento aprovado pela assembleia nacional, ignorou pura e simplesmente as alterações aprovadas pelo plenário da assembleia nacional e executou um orçamento completamente à margem das dotações orçamentais, facto que refletiu de imediato na falta de medicamentos nos hospitais, bem como no desprezo total do governo para com os necessitados.
Não obstante, a imprensa, de maneira unânime, relatou o episódio como uma reação da polícia a vandalismo dos manifestantes.	Nevertheless, the press unanimously reported the episode as a police response to vandalism by the protesters.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Uma narrativa que simplesmente mistura espaços geográficos e inverte a ordem dos fatos.	A narrative that simply mixes up the geographic areas and reverses the order of events.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Manifestante no chao é agredido por meia dúzia de policiais.	A demonstrator on the ground is attacked by half a dozen police officers.	Os oficiais da reversa já estão se mobilizando.
O ativista Bruno Bonsanti (@brunobonsanti) descreveu a foto: “Quem começou a violência?	The activist Bruno Bonsanti (@brunobonsanti) described the photo: “Who started the violence?	#TodaRevoluçaoComeçaComUmaFaísca pic.twitter.com/9CTYvifGXS
