source	target	search_result
alcatel	alcatel	Alcor
nokia	nokia	Nicosia
seobex	seobex	apidox
1250	1250	2.050
/dev/mobile	/ dev/ mobile	/ dev/ modem
/dev/ttyS1	/ dev/ ttyS1	/ dev/ ttyS0
/dev/ttyUSB0	/ dev/ ttyUSB0	/ dev/ ttyS0
/dev/ttyUSB1	/ dev/ ttyUSB1	/ dev/ ttys0
/dev/usb/tts/0	/ dev/ usb/ tts/ 0	/ dev/ ttys0
/dev/usb/tts/1	/ dev/ usb/ tts/ 1	/ dev/ ttys0
at19200	at19200	4.200
at115200	at115200	3.200
blueat	blueat	BlueViolet
bluefbus	bluefbus	BlueFish
blueobex	blueobex	bluedices
bluephonet	bluephonet	BlueViolet
fbus	fbus	buses
fbusblue	fbusblue	RoyalBlue
fbusdlr3	fbusdlr3	cursor3
fbusdku5	fbusdku5	cursor5
fbusirda	fbusirda	FifoDir
fbuspl2303	fbuspl2303	27531
irdaat	irdaat	KDat:
irdaobex	irdaobex	ISBNdb. com
irdaphonet	irdaphonet	Vibraphone
mbus	mbus	SMBus
mrouterblue	mrouterblue	DodgerBlue1
phonetblue	phonetblue	CadetBlue
Startinformationen bei Verbindung am Mobiltelefon anzeigen	Show startinfo on mobile on connect	Start at login
Gerät bei Zugriff sperren	Lock device while accessed	Suspend To Disk
Protokollierung aktivieren	Enable logging	Activation:
Jeder Text	textall	Select All Text
Telefonstatus/Eingehende Anrufe überwachen	Check for phone status/ incoming calls	Check & Status
Zeit für die Überprüfung (Sekunden):	Time for check (seconds):	Interval check time:
Automatisch auf SMS & abfragen	Poll automatically for sms	Dropdown List & & Automatic
Zeit für SMS-Überprüfung (Sekunden):	SMS poll timer (seconds):	Interval check time:
& Datum und Zeit des Telefons beim Start korrigieren	Adjust phone date/ time at startup	Adjust Time & Date
SMS-Nachrichtenzentrale	SMS Center	Send SMS
& Kalenderunterstützung	Calendar & Support	& Add Calendar...
SMS-Liste als MailDir exportieren	Export SMS to MailDir	Maildir mailbox
MailDir-Pfad	MailDir Path	Maildir mailbox
Geräte-Werkzeugleiste	Device Toolbar	Tools Line
Einstellungen für den Import	Import Options	Import options
text/x-vcard	text/ x-vcard	VCard File
Kontakte aus einer & Datei importieren:	Import contacts from & a file:	Import & Links...
Kontakte aus dem & KDE-Adressbuch importieren.	Import contacts from & KDE Address Book.	Import KDE 2 Address Book...
Telefonbuch vor dem Import & leeren (Vorsicht!)	& Clear the phonebook before importing (dangerous)	Import & Alarms...
Zu importierende Kontakte:	Contacts to Import:	Imported:
& SIM	& SIM	& Zoom
& Telefon	Phone	& Teletext
& Speicherkarte	& DataCard	& Store Data
Dies sind die Einstellungen, die Ihrem Telefon zugeordnet sind. Feineinstellungen können Sie später in der Geräte-Einrichtung vornehmen.	This is a summary of the settings that are associated with your phone. You can always fine-tune these settings later in the device configuration dialog.	Device Settings
Dienste-Werkzeugleiste	Service Toolbar	Tools Diskinfo
Telefonbuch	PhoneBook	Phonebook Management
Kontakte im & Telefon	& Phone Contacts	& Contacts
& Weitere Kontakte	Other Contacts	& Contacts
Nummer wählen	Dial number	Phone Number
& Wählen	& Dial	& Selection
Verbindung mit Mobiltelefon wird hergestellt.	Connecting to the Phone	Mobile Phones
Telefonstatus wird ermittelt	Fetching Phone Status	Check & Status
SMS wird geholt	Fetching SMS	Send SMS
Telefonbuch wird geholt	Fetching address book	Phonebook Management
Telefoninformationen werden geholt	Fetching phone information	Cell phone number
Fähigkeiten des Telefons werden getestet	Testing Phone Capabilities	Cell Phone
Abgleich von Datum und Uhrzeit	Syncing Date and Time	Date and time by timezone
SMS-Speicher wird gewechselt	Changing SMS Memory Slot	SMS Serializer
Zeichensatz wird geändert	Changing Character Set	Changes font
SMS wird gesendet	Sending SMS	Send SMS
SMS wird gespeichert	Storing SMS	Send SMS
Kontakte werden hinzugefügt	Adding Contacts	Adding Contacts
Kontakte werden gelöscht	Deleting Contacts	& Delete Contact
Kontakte werden bearbeitet	Modifying Contacts	Contacts
SMS-Ordner werden geholt	Getting SMS Folders	Message Sort Order
SMS wird gelöscht	Deleting SMS	Send SMS
Kalendereinträge werden geholt	Fetching Calendar Events	File Import Import Calendar
SMS aus Speicher wird gesendet	Sending SMS from Storage	Send SMS
Unbekannter Auftrag	Unknown job	Unknown Activity
K-Mobiltelefonverwaltung	KMobileTools	Mobile Phones Management
Synchronisieren einfach!	Get Synced!	Synchronization done
Ein KDE-Programm zur Synchronisierung und Verwaltung von Mobiltelefonen	a KDE Mobile Phone Syncing and Management tool	KDE Mobile Phones Suite
Willkommen zur K-Mobiltelefonverwaltung	Welcome to KMobileTools	Welcome to the K Desktop Environment
KMobileTools verwaltet Ihre Mobiltelefone. Es liest, schreibt und sendet SMS, synchronisiert Ihr Adressbuch und vieles mehr.	KMobileTools handles your mobile phone devices; can read, write and send sms; synchronize your address book; and much more.	KMobileTools
Hinzufügen eines neuen Mobiltelefons	Add a new mobile phone device	Adds a new device
Geräte einrichten	Configure devices	Setup Devices
Gerät verbunden	Device connected	Link to Device
Gerät getrennt	Device disconnected	Separation:
Telefondetails	Phone details	Telephones:
IMEI:	IMEI:	IMEI
Revision:	Revision:	Revision number:
Telefonübersicht	Phone overview	Telephone
Mobiltelefon wird gesucht	Searching Mobile Phone	Mobile Phones
Bitte warten Sie während KMobileTools versucht, den richtigen Gerätetreiber für Ihr Mobiltelefon zu ermitteln.sms count in device homepage	Please wait while KMobileTools tries to find the right device for your mobile phone.	& kmobiletools; homepage can be found on. There you will find user documentation, a support forum and contact information.
%1 empfangene SMS (%2 ungelesene).	%1 received SMS (%2 unread).	%1 unsaved document (%2)
Das Gerät wurde getrennt. Klicken Sie hier zum Wiederverbinden.	Device disconnected. Click here to retry connect.	You entered two different passwords. Please try again.
Klicken Sie hier, um das Mobiltelefon einzurichten.SIM MailDir	Click here to configure this mobile phone.	Maildir mailbox
SIMShort Datacard memory slot descriptor	SIM	SD / MMC Card Reader
PosteingangSMS/Mail Subject	Incoming	& Sent-Mail Folder
[Durch Mobiltelefonverwaltung importierte Nachricht)Phonebook memory slot	[KMobileTools Imported Message]	Phonebook Management
Gewählte RufnummernPhonebook memory slot	Dialed Calls	Phonebook Management
NotrufnummernPhonebook memory slot	Emergency Numbers	Phonebook Management
Feste RufnummerngruppePhonebook memory slot	Fixed Dialing	Phonebook Management
Entgangene AnrufePhonebook memory slot	Missed Calls	Phonebook Management
Eigene RufnummernPhonebook memory slot	Own Numbers	Phonebook Management
Angenommene AnrufePhonebook memory slot	Received Calls	File Attachment Reminder
WahlwiederholungsspeicherPhonebook memory slot	Last Number Redial Memory	Phonebook Management
SprachwahlPhonebook memory slot	Voice Dialing	Phonebook Management
Hierarchische KontaktlistePhonebook memory slot	Hierarchical Contacts List	Phonebook Management
Eigene VisitenkarteSMS memory slot	Own Business Card	MainDlg slotSaveas
SMS im flüchtigen SpeicherSMS memory slot	SMS Stored in Volatile Memory	1 MB Flash Memory
StatusberichtSMS memory slot	Status Report	Set Status Message
SMS-VorlagenspeicherSMS memory slot	SMS Templates Storage	MainDlg slotSave
Speicher für eingehende SMSSMS memory slot	Incoming SMS Storage	1 MB Flash Memory
Speicher für ausgehende SMSPhonebook memory slot	Outgoing SMS Storage	5+ Mb Printer Memory
Kontakte im Telefonspeicher.SMS memory slot	Contacts Stored in Phone Memory.	GSM Connection
SMS im TelefonspeicherPhonebook memory slot	SMS Stored in Phone Memory	Phonebook Management
Kontakte in allen SpeichernSMS memory slot	Contacts Stored in All Memory	Enable All Messages
SMS in allen SpeichernPhonebook memory slot	SMS Stored in All Memory	Message Save in Drafts Folder
Kontakte im SIM-SpeicherSMS memory slot	Contacts Stored in SIM Memory.	Connect Signals/ Slots
SMS im SIM-SpeicherPhonebook memory slot	SMS Stored in SIM Memory	Send SMS messages to mobile phones
Kontakte auf der Speicherkarte.SMS memory slot	Contacts Stored in Datacard Memory.	GSM Connection
SMS auf der Speicherkarte.Unknown encoding	SMS Stored in Datacard Memory	Unencrypted Message Warning
Die Mobiltelefonverwaltung hat eine alte oder ungültige Einrichtungsdatei gefunden. Um richtig funktionieren zu können, müssen diese Einrichtungsdateien gelöscht werden. Ihre alten Dateien werden in %1 gespeichert.	KMobileTools has found an old or invalid configuration file. To work correctly, it needs to delete your configuration files. Your old files will be saved in %1	Removing old messages from folder %1 failed.
KMobileTools kann die Konfigurationsdateien nicht archivieren. Bitte entfernen Sie die Dateien manuell.	KMobileTools could not archive your config files. Please remove them manually.	KMobileTools
SIM-Adressbuch	Sim PhoneBook	Internal Address Book
Telefon-Adressbuch	Mobile PhoneBook	Address Book
Speicherkarten-Adressbuch	Datacard PhoneBook	vCard Address Book File
Datei auf Festplatte speichern	Save file to disk	Store images in data file
Die Datei existiert bereits. Soll die Datei überschrieben werden?	The file already exists. Overwrite the current file?	The file already exists. Overwrite?
Die KDE-Mobiltelefonverwaltung ist abgestürzt. Wir bedauern dies sehr! Aber Sie können uns helfen, diesen Fehler zu beheben. Weiter unten stehen Informationen, die diesen Absturz beschreiben. Sie brauchen nur auf Senden klicken, oder falls Sie die Zeit dazu haben, vorher kurz auf Englisch beschreiben wie es zu dem Fehler kam. Falls Sie es möchten fügen Sie die Protokolldateien der Mobiltelefonverwaltung an; Sie finden Sie in %1 Vielen Dank.	KMobileTools has crashed! We are terribly sorry about this: (But, all is not lost! You could potentially help us fix the crash. Information describing the crash is below, so just click send, or if you have time, write a brief description of how the crash happened first. If you want, you can also add as attachment KMobileTools log files. You can find them in %1 Many thanks.	Crash report sent. URL: %1 Thank you for being part of KDE. You can now close this window.
Die untenstehenden Informationen sollen den Entwicklern helfen, das Problem zu finden. Bitte verändern Sie nichts.	The information below is to help the developers identify the problem, please do not modify it.	Error fetching the bug report %1. Please wait some time and try again.
Die KDE-Mobiltelefonverwaltung ist abgestürzt! Das tut uns wirklich sehr leid :( Aber möglicherweise ist bereits eine neuere Version verfügbar, die das Problem behebt. Bitte prüfen Sie die Softwareaktualisierungen Ihrer Distribution.	KMobileTools has crashed! We are terribly sorry about this: (But, all is not lost! Perhaps an upgrade is already available which fixes the problem. Please check your distribution's software repository.	You can help us improve KDE Software by reporting this error. Learn more about bug reporting. It is safe to close this dialog if you do not want to report this bug.
Keine Fehlerbeschreibung verfügbar.	No error description available.	Sorry, no error handling yet.
Entladen	Unload	Entangled
Wechseln zu...	Switch to..	Move To...
Ein KDE-Verwaltungsprogramm für Mobiltelefone	A KDE Mobile Phone Management Tool	KDE Mobile Phones Suite
(C) 2007 KMobileTools-Entwickler	(C) 2007 KMobileTools developers	KMobileTools
Betreuer, Hauptentwickler, AT-Modul und Koordinator	Maintainer, core developer, AT engine and coordinator	Developer, Maintainer
Stefan Bogner	Stefan Bogner	Stefan Taferner
Gammu-Treiber	Gammu engine	Monitor Gamma
Hilfe bei der Portierung nach KDE 4	Help porting to KDE4	Important help in KDE 4 porting
Alexander Rensmann	Alexander Rensmann	Andreas Beckermann
AT-Treiber, Siemens-Unterstützung	AT engine, Siemens support	attometer; attometers; am
KMobileTools-Hauptsymbol, Bilder, GestaltungPick SMS Center from list	KMobileTools main icon, images, artwork	Here's a screenshot of & kmobiletools; main window
Wählen Sie Ihre SMS-NachrichtenzentraleNetwork name for SMS Center	Choose Your Operator SMS Center	Send SMS
Betreibernetz-NameSMS Center number	Network Name	Your ISP modem pool phone number.
Betreiberdaten wurden nicht gefunden.	Operators data not found.	No information available.
Neue SMS	New SMS	New SMS Messages
SMS-Liste exportieren	Export SMS List	Export to Mobile Phone
SMS-Liste in CSV-Datei exportieren	Export SMS List to CSV	Export CSV
SIM	Sim	IM
Kalender holen	Fetch Calendar	KonsoleKalendar
Der ausgewählte Treiber konnte nicht gefunden werden. Bitte KMobileTools erneut installieren.	The selected engine could not be found. Please reinstall KMobileTools.	File $KDEDIR/ share/ apps/ kvtml/ %1/ %2 not found. Please check your installation.
Gerät %1 kann nicht geladen werden. Falls dieser Fehler bestehen bleibt, starten Sie die Mobiltelefonverwaltung neu.	Could not load the device %1. If this error persists, please restart KMobileTools.	Unable to start service %1. Error: %2
Die folgenden Kontakte werden unwiderruflich gelöscht. Fortfahren?	This will permanently delete the following contacts. Continue?	E-Mail:
Der Kontakt %1 wird unwiderruflich aus dem Telefon-Adressbuch gelöscht. Fortfahren?	This will permanently delete the contact %1 from the phone address book. Continue?	Found invalid contact in file '%1 '
Bitte zuerst das Mobiltelefon verbinden.	Please connect your mobile phone first.	Please connect first.
Die SMS-Liste für das Mobiltelefon %1 wurde in den ausgewählten Ordner exportiert.	SMS List for the mobile phone %1 was exported to the selected Directory.	Export to Mobile Phone
SMS-Liste exportiert.	SMS List Exported.	Export KML Export...
Eingehender Anruf	Incoming Call	Calling
Telefonnummer auswählen	Pick Phone Number	Cell phone number
KDE-Adressbuch	KDE Address Book	KDE Address Book (traditional)
Die Unterstützung für Dateisysteme ist im Moment abgeschaltet. Infos zum Aktivieren finden sich in der Dokumentation auf unserer Internetseite .„ Configure“ muss mit den richtigen„ Flags“ gestartet werden.	Support for filesystem is currently disabled. To reenable it, look at the KMobileTools documentation on our homepage, and run configure with the correct flags.	Unable to start process %1. Please check your installation.
- nicht kompiliert	- not compiled	- no module
Name und Typ	Name and type	Name and surname
Geräteeinstellungen	Device Options	Device Settings
Dateizugriffdebug option in device configuration dialog	Files Access	A dialog box for setting preferences for debug output
& Ausführliche Ausgabe in %1 (zur Fehlersuche)	& Verbose output in %1 (for debug)	& About %1
Es muss ein Name für das Gerät angegeben werden	You must enter a name for your device	device name
Nachdem Sie den Telefontreiber gewechselt haben, muss der Einrichtungsdialog neu geladen werden. Das Fenster wird nun geschlossen.	After changing the mobile phone engine you must reload the configuration dialog. This window will now close.	You can close the dialog using the X provided at the top right of the window. If you need to change the configuration just re-open the configuration dialog as shown before.
Geräte werden getrennt...	Disconnecting devices...	Separate Image...
Gerätetrennung erzwingen	Force disconnection	Delete Separator
Fehlerprotokoll anzeigen...	Show error log...	Help Report Bug...
Fehlerprotokoll	Error Log	Protocol error.
Fehlerbeschreibung:	Error description:	Parsing error:
Fehlerzeitpunkt:	Error occurred on:	Error message:
Fehlerpriorität:	Error priority:	Error boundary:
Die folgenden Informationen sind nur für Entwickler relevant:	The following information is relevant for developers only:	E-Mail:
Fehler trat auf in:	Error occurred in:	Error:
Methodenname:	Method name:	Method:
Zusätzliche Informationen zur Fehlersuche:	Additional debug information:	Additional info:
Soll das Gerät„ %1“ wirklich entfernt werden?	"Do you really want to remove the device ""%1""?"	Are you sure you want to remove the program ` %1 '?
Gerät wird entfernt	Removing device	Remove Item
Keine aktiven Aufträge.	There are no active jobs.	No active tasks
Neuen Kontakt hinzufügen	Add New Contact	Create a new contact
Mobiltelefonverwaltung - %1 wird angerufen	KMobileTools - Calling %1	Call(s) to %1
Nummer wird gewählt: %1	Calling phone number: %1	Selection: %1
Nummer %1 wird gewählt: %2	Calling %1 Phone number: %2	%1: %2
Aktuelle Aufgaben werden vor Anruf unterbrochen.	Suspending current tasks before calling.	To stop the currently speaking text job
Nummer wird gewählt.	Dialing number.	Number:
Telefonstatus: anrufen.	Phone status: calling.	Telephone:
Telefonstatus: Anrufen wird beendet.	Phone status: closing call.	%1 server: aborting connection.
Gerät verbinden	& Connect Device...	Link to Device
Gerät trennen	Disconnect Device	Delete Separator
Gerätenew device wizard window title	Devices	Window title
Assistent für neue TelefoneFirst new device wizard page title	KMobileTools New Device Wizard	Here's a screenshot of & kmobiletools; new device wizard
Telefoninformationen	Mobile Phone Information	Cell phone number
Bitte geben Sie einen Namen ein, der Ihr Telefon später identifiziert (z. B. Nokia 3650) und wählen Sie den gewünschten Treiber aus.	Please enter a name to identify your phone later (e. g. Nokia 3650) and choose your preferred engine.	When you are ready to format, click on the Format button as usual. You will get a message box asking you to verify the device name.
Es kann kein Treiber gefunden werden. Bitte die Mobiltelefonverwaltung erneut installieren.	No engine could be found. Please re-install KMobileTools.	Sorry. No devices found.
Keine Treiber gefunden	No engines found	No driver found
Ein Gerät namens„ %1“ existiert bereits. Bitte wählen Sie einen anderen Namen.	"The device ""%1"" already exists. Please choose another name."	There is already a share with the name %1. Please choose another name.
Gerät existiert bereits	Device already exists	Device already present.
Der gewählte Treiber enthält keinen Asisstenten zur Einrichtung des Gerätes. Sie müssen die Einrichtung von Hand einrichten.	The selected engine does not provide a wizard to assist you with the device setup. You will have setup your device manually.	No device set.
Treiber enthält keinen Einrichtungsasisstenten	Engine does not provide a guided device setup	No Directory Servers Configured
Der ausgewählte Treiber konnte nicht geladen werden. Bitte wählen Sie einen anderen Treiber.	The selected engine could not be loaded. Please try to select a different engine.	Logins are not allowed at the moment. Try again later.
Treiber kann nicht geladen werden	Engine could not be loaded	Cannot Load Skin
Dieser Assistent hilft Ihnen bei der Einrichtung neuer Geräte. Bevor Sie fortfahren, verbinden Sie Ihr Mobiltelefon mit dem Rechner.Add new contact	This wizard will assist you in adding a new device to KMobileTools. Before you proceed with the device setup, please connect your mobile phone to your computer.	Links to Devices using. desktop file: o Create New - > Device
Neuen hinzufügenFetch phonebook from the mobile	Add new	Phonebook Management
Neu ladenExport SMSList	Reload	MainDlg slotExport
ImportierenExport phonebook	Import	Import Phrasebook
Gespeichert in: %1	Stored on: %1	Last saved: %1
%1-Adressbuch	%1 Address Book	%1 address book
Wählen Sie einen Kontakt auf der linken Seite aus, um Details zu sehen, oder drücken Sie„ Erneut laden“, um die Kontaktliste zu aktualisieren.	"Click a contact on the left list to see details, or ""Reload"" to update the contacts list."	Add. Email Address:
Adressbuch importieren	Import Address Book	Add Address Book
Das Telefonbuch im Telefon wird gelöscht. Möchten Sie wirklich fortfahren?Do not import phonenumber	This will erase your mobile phonebook. Are you sure you want to continue?	Cannot remove mailbox %1. Error: %2
ÜberspringenShort SIM memory slot descriptor	Skip	5+ Mb Printer Memory
SpeicherkarteShort Phone memory slot descriptor	DataCard	MainDlg slotEditPlots
%2-Adressbuch, mit %1 Kontakten.	%2 address book, with %1 contacts.	Contact %1
Kontakt löschen	Delete contact	Deleting contacts
Kontakte neu laden	Reload contacts	New & Konsole
Kontakte importieren	Import contacts	Importing contacts
Kontakte exportieren	Export contacts	Importing contacts
Möchten Sie„ %1“ wirklich aus dem Adressbuch entfernen?	"Do you really want to remove ""%1"" from your address book?"	Do you really want to delete address book '%1 '?
Kontakt wird entfernt	Removing contact	CONNECTION CLOSED
Typ der Nummer	Number type	Number
Telefonspeicher	Phone internal memory	Alarm Storage
SIM-Karte	Sim card	GNOME-Card
Speicherkarte	Memory card	Credit card
Unbekannter Speicher	Unknown storage location	Unknown storage controller
Heim	Home	Ham
Telefonnummer hinzufügen	Add phone number	Add Phone Number
Telefonnummer entfernen	Remove phone number	Remove fax number
Beachten Sie, dass möglicherweise nicht alle Kontakt-Informationen von Ihrem Telefon unterstützt werden.	Please note that not all kind of contact information might be supported by your phone.	Could not find out your username. Cannot store the connection.
Klicken Sie hier	Click here	Link Here
um alle SMS vom Telefon zu holenWrite a new SMS	to fetch all SMS from the phone	New SMS Messages
Neue schreibenReload SMS List	Write new	New SMS Messages
Von: %3 Empfangsdatum: %4Reply to this SMS	From: %3 Received Date: %4	Sending message %1 of %2: %3
AntwortenDelete this SMS	Reply	& Delete Question
%3	%3	%2 %3
An: %1 Gespeichert am: %2Send this SMS	To: %1 Stored Date: %2	%1 Message: %2
%1 SMS-Liste	%1 SMS List	%1 Sent Data
Klicken Sie auf eine SMS in der Liste, um diese zu lesen, oder auf„ Erneut laden“, um die SMS-Liste zu aktualisieren. Send SMS directly	"Click a SMS on the list to view it, or ""Reload"" to update the SMS list."	Press Mail... to email the current document. To select more documents to send, press Show All Documentsnbsp; gt; gt;.
SMS direkt versendenSave SMS to mobile phone memory	Send SMS directly	Send SMS messages to mobile phones
SMS im Speicher des Mobiltelefons ablegen	Save SMS to mobile phone memory	Send SMS messages to mobile phones
Telefonbuch exportieren	Export Phonebook	File Export Book
Mit diesem Mobiltelefon anrufen	Call with this mobile phone	Mobile phone number
Eine SMS mit diesem Mobiltelefon versenden	Send an SMS with this mobile phone	Send SMS messages to mobile phones
Anrufen mit...	Call with...	Send & Contact...
Eine SMS senden mit...	Send an SMS with...	Sending....
KDE-Code-Erzeugung	KDE Code Generator	KDE Template Generator
Klasse erzeugen	Create class	Create & New Class
Dialog erzeugen	Create dialog	Creating a Dialog
Kioslave erzeugen	Create kioslave	digikam tags kioslave
Vorlage für main-Funktion erzeugen	Create main function template	Main Functions
Erzeugungscode für bestimmten Quelltext erzeugen	Create generator code for given source	Generating Code
Eigenschaft zu Klasse hinzufügen	Add property to class	Add Base Class
Datei„ in sich“ ändern	Change file in place	File Changed on Disk
Autor mit E-Mail-Adresse hinzufügen	Add author with given email address	Add Author Name
GPL als Lizenz verwenden	Use GPL as license	GPL
LGPL als Lizenz verwenden	Use LGPL as license	LGPL
Name der Klasse	Name of class	Class Name
Name der Datei	Name of file	Document Name
Warnung zur Codegenerierung erzeugen	Create warning about code generation	Executable Code Warning
Qt-Ausnahme zu GPL hinzufügen	Add Qt exception to GPL	kpat Qt-option KDE-option
Singleton-Klasse erzeugen	Create a singleton class	Create single file
Kioslave-Protokoll	kioslave protocol	Kioslaves
Quellcode-DateinameNAME OF TRANSLATORS	Source code file name	_: NAME OF TRANSLATORS Your names
Nicht abgeschlossen	Not completed	Not started
Priorität: %1	Priority: %1	Priority: %1
Der Port existiert nicht.	The port does not exist.	No port type selected.
Ein solches Gerät existiert nicht.	There is no such device.	No available device found.
Sie haben keine Berechtigung, das PDA-Gerät zu öffnen.	You do not have permission to open the Pilot device.	%1 has no permission to open the device.
Prüfen Sie den Pfad und die Berechtigung des PDA-Geräts.	Check Pilot path and permissions.	Configuration for PDA
Titel: %1 MemoText: %2	Title: %1 MemoText: %2	URL: %1 Mimetype: %2
Titel: %1 MemoText: %2No sensible title known for this memo.	Title: %1 MemoText: %2	No metainfo for %1
[unbekannt]	[unknown]	(unknown)
Die Verbindung zum PDA ging verloren. Der Abgleich kann nicht fortgesetzt werden.	The connection to the handheld was lost. Synchronization cannot continue.	pppd not found. Dialup networking will not work.
KPilot %1 Schnellabgleich wird gestartet...	KPilot %1 HotSync starting...	"Starting Applet ""%1 ""..."
Auf dem PDA wird der Zeichensatz %1 verwendet.	Using encoding %1 on the handheld.	%1 pc
KPIlot ist beschäftigt und kann den Schnellabgleich momentan nicht bearbeiten.	KPilot is busy and cannot process the HotSync right now.	Unable to start ksplashsimple.
Am Testen.	Testing.	Testing,...
Abgleichen der Datenbank %1...	Syncing database %1...	Comparing file %1 (%2)...
Schnellabgleich beendet.	HotSync finished.	Quick Compile
Der Abgleich %1 kann nicht durchgeführt werden.	The conduit %1 could not be executed.	"Comparator ""%1"" not supported"
Schnellabgleich	HotSync	Fast approximation
Vollständiger Abgleich	Full Synchronization	Full%
PC auf PDA kopieren	Copy PC to Handheld	Wir besitzen einen Computer
PDA auf PC kopieren	Copy Handheld to PC	Configuration for PDA
PDA von Sicherungskopie wiederherstellen	Restore Pilot from backup	Restart pppd
Abgleich testen	Test Sync	Vector Equality Test
Lokaler Abgleich	Local Sync	Local Validation
& Nicht mehr fragen	& Do not ask again	& Do not ask again
Gerät kann nicht geöffnet werden: %1 (wird erneut versucht)	Could not open device: %1 (will retry)	Unable to open '%1 '
Versuch das Gerät %1 zu öffnen...	Trying to open device %1...	Opening '%1 '...
Auf diesem Gerät wird bereits mitgehört	Already listening on that device	Already on device
Verbindungssocket zum PDA kann nicht erstellt werden (%1)	Cannot create socket for communicating with the Pilot (%1)	Could not create socket: %1
Der PDA-Port kann nicht geöffnet werden: [%1]	Cannot open Pilot port: [%1].	Cannot open %s: %s
Der PDA-Socket (%1) kann nicht zum Mithören geöffnet werden	Cannot listen on Pilot socket (%1)	Could not open a socket for listening: %1
PDA (%1) wird nicht akzeptiert	Cannot accept Pilot (%1)	"Test ""%1"" not supported"
bereits verbunden	already connected	is connected
Die Systeminformationen des PDA können nicht ausgelesen werden	Unable to read system information from Pilot	Failed to read PPD file. Possible reason follows:
Letzter PC wird überprüft...	Checking last PC...	Wir besitzen einen Computer
Die Benutzerinformation kann nicht aus dem PDA gelesen werden. Möglicherweise sind die Daten auf dem PDA mit einem Passwort geschützt.	Could not read user information from the Pilot. Perhaps you have a password set on the device?	Unable to open password protected files. The password algorithm has not been published
Der PDA wurde noch nicht eingerichtet.	The Pilot device is not configured yet.	Configuration for PDA
Von PDA %1 kann nicht gelesen und geschrieben werden.	Pilot device %1 is not read-write.	Unable to read %1
PDA-Gerät %1 existiert nicht. Das Gerät ist wahrscheinlich ein USB-Gerät und erscheint erst während einem Schnellabgleich.	Pilot device %1 does not exist. Probably it is a USB device and will appear during a HotSync.	%1 Device
Die Datei & quot;%1quot;.kann nicht installiert werden.	Cannot install the file & quot; %1quot;.	Could not load file '%1 '
Ende des Schnellabgleich	End of HotSync	Fast approximation
Ganztägig	Whole-day event	Altogether
Enddatum: %1Number of minutes	End date: %1	Night duration: %1 minute
MinutenNumber of hours	minutes	hours/ minutes
StundenNumber of days	hours	Number of Days
Tage%1 is the duration, %2 is the time unit	days	%1, %2 hours
Erinnerung: %1 %2 vor BeginnThe weekday(s) on which the repeat occurs	Alarm: %1 %2 before event starts	Select the days of the week on which to repeat the alarm
Tag(e)The week(s) in which the repeat occurs	day(s)	Select the days of the week on which to repeat the alarm
Woche(n)The month(s) in which the repeat occurs	week(s)	Select the week of the month in which to repeat the alarm
Monat(e)The year(s) in which the repeat occurs	month(s)	Select the months of the year in which to repeat the alarm
Jahr(e)	year(s)	Year
Wiederholung alle %1 %2	Recurrence: every %1 %2	Revision %1. %2
Unbeschränkt	Repeats indefinitely	Unlimited
Bis %1	Until %1	%1 B
Wiederholung am i-ten Tag von Woche j	Repeating on the i-th day of week j	Sinŭ iju T'ŭ kpyŏ l Haengjŏ nggu
Wiederholung am n-ten Tag des Monats	Repeating on the n-th day of the month	of Jumaada al-Thaani
Ausnahmen:	Exceptions:	except
Die Einstellungen des Abgleichmoduls %1 haben sich geändert. Möchten Sie die Änderungen vor dem Fortfahren speichern?	The %1 conduit's settings have been changed. Do you want to save the changes before continuing?	%1 has been modified. Do you want to save your changes or discard them?
%1-Abgleichmodul	%1 Conduit	VorbisVer: %1
Fragen und Kommentare bitte an kdepim-users@kde.org senden	Send questions and comments to kdepim-users@kde. org	Contact mailing list: kde-devel@kde. org
Fragen und Kommentare bitte an %2.	Send questions and comments to %2.	%1. %2
Fehlerberichte bitte an %2.	Send bug reports to %2.	Error in widget %1: %2
Informationen über Handelsmarken finden Sie im Benutzerhandbuch.	For trademark information, see the KPilot User's Guide.	User Manuals
Das Abgleichmodul %1 wurde nicht gefunden.	Could not find conduit %1.	Module %1 not found
Das Abgleichmodul %1 kann nicht geladen werden.	Could not load conduit %1.	Module %1 not found
Das Abgleichmodul %1 liegt in der falschen Version vor (%2).	Conduit %1 has wrong version (%2).	The %1 path is incorrect, %2 used instead.
Das Abgleichmodul %1 lässt sich nicht initialisieren.	Could not initialize conduit %1.	Unable to initialize encoding %1.
Der Abgleich %1 kann nicht erstellt werden.	Could not create conduit %1.	Cannot find '%1 '.
[Abgleichmodul %1]	[Conduit %1]	[Version] %1
Test-Datenbanken	Test Databases	Test Data Engine
Test-Aktionen	Test Actions	testing
Test-Adressen	Test Addresses	Test Area
Datenordner festlegen	Set data directory	QEdje Applet Config
Terminkalender exportieren	Export Date Book	Exporting Calendars
VCal-Datei festlegen	Set vcal file	File Export vCalendar
Test-Kategorien	Test Categories	Test Area
libkcal-Kalender zusammenführen	Merge libkcal Calendars	ICal Calendar File
KOrganizer-Hauptdatei	KOrganizer master file	KOrganizer
