Stopp@info:whatsthis	Stop	Interest payable on:	Charge percent:
Wiedergabe oder Aufnahme stoppen@action:inmenu	Stop playback or recording	Frequency of payment: (i) the frequency of payment: (ii) the frequency of payment: (iii) the frequency of payment: (iv) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment: (v) the frequency of payment:	Pattern special strings: The following strings will be replaced with their respective meaning in every track name. MeaningAlternatives%ttitle number%{t} or %{title_number}%ivolume id (mostly the name of the Video DVD)%{i} or %{volume_id}%bbeautified volume id%{b} or %{beautified_volume_id}%ltwo chars language code%{l} or %{lang_code}%nlanguage name%{n} or %{lang_name}%aaudio format (on the Video DVD)%{a} or %{audio_format}%cnumber of audio channels (on the Video DVD)%{c} or %{channels}%vsize of the original video%{v} or %{orig_video_size}%ssize of the resulting video (Caution: auto-clipping values are not taken into account. )%{s} or %{video_size}%raspect ratio of the original video%{r} or %{aspect_ratio}%dcurrent date%{d} or %{date}Hint: K3b also accepts slight variations of the long special strings. One can, for example, leave out the underscores.
Datei-Informationen ...@action playlist repeat	File info...	Online course note configuration	File Set Status Online
Wiederholen@action playlist shuffle	Repeat	Perl location:	Perl
Beliebige Reihenfolge@action player auto-start	Shuffle	Reclassify categories	Set the categories
Automatisch starten@action	Auto-Start	The (planned) bookings and budgets in the selected category must be assigned to another category before the selected category can be deleted. Please select a category from the list.	Cuts the selected section and puts it to the clipboard. If there is some text selected in the edit field it is placed it on the clipboard. Otherwise the selected sentences in the history (if any) are placed on the clipboard.
Automatisch zur Wiedergabeliste hinzufügen@action	Auto-Add to Playlist	Available categories:	Available groups:
source	target	translation	search_result
Telefon@item:inlistbox	Telephone	CSV dialogue	CSV Import Dialog
Helikopter@item:inlistbox	Helicopter	"CSV dialog. Select a file and select ""Start"". You can follow the progress at the bottom. You can cancel the process at any time with ""Abort""."	"Click ""CANCEL"" to stop the backup process. For example, you may quickly see that the size of the files you selected will exceed the size of the backup tape, and may then decide to stop and remove some files from your list of files to backup. Click ""Continue"" to remove this message while continuing the backup."
Applaus@item:inlistbox	Applause	Select CSV file:	To CSV file:
Gewehrschuss@item:inlistbox	Gunshot	Between these data	The Data
Perkussion %1	Percussion %1	Progress Info	Extension Information
Ein MIDI/Karaoke-Abspielprogramm für KDE 4	A KDE 4 MIDI/ Karaoke player	Processed account:	Account for payment:
Pedro Lopez-Cabanillas	Pedro Lopez-Cabanillas	Processed booking:	Scheduled printing:
Zu öffnende Stücke@info	Song(s) to open	0 of 0	0/ 0
Es ist kein MIDI-Modul geladen.@title:window	No MIDI backend loaded.	Exchange rate editor	Currency Price Editor
Schwerwiegender Fehler@info:whatsthis	Fatal	Converting from	Convert from:
Die Anwendung beenden@info:whatsthis	Exit the application	Converting to	Convert To
Eine Datei von der Festplatte öffnen@info:whatsthis	Open a file from disk	Exchange rate / price	Price
Die Programmeinstellungen anpassen@info:whatsthis	Configure the program settings	xx xx	XXXX
Den Liedtext ausdrucken@action:inmenu	Print the lyrics	Updating course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course	The program will store some information about your learning progress. The number of training sessions, the result of the last ten sessions and lists with the verbs that you entered right or wrong recently.
Liedtext speichern ...@action player play	Save Lyrics...	Use default	Use Default
Wiedergabe@info:whatsthis	Play	Edit Appendix	Edit Patch
Wiedergabe starten@action player pause	Start playback of the current session	Course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course course	Tutorial Course
Pause@info:whatsthis	Pause	GPG Encryption Settings	GPG encryption
Wiedergabe anhalten@action player next song	Pause the playback	This page allows you to set the parameters to unlock the KMyMoney data using GPG. The functions are inactive if GPG cannot be found on your system. In this case, please make sure that GPG works correctly for the current user. Recovery encryption is only available if the required key for kmymoney-recover@users.sourceforge.net with ID 0x8AFDDC8E has been found in the keychain.	When this option is enabled, the passphrase of your private key will be remembered by the application as long as the application is running. Thus you will only have to enter the passphrase once. Be aware that this could be a security risk. If you leave your computer, others can use it to send signed messages and/ or read your encrypted messages. If a core dump occurs, the contents of your RAM will be saved onto disk, including your passphrase. Note that when using KMail, this setting only applies if you are not using gpg-agent. It is also ignored if you are using crypto plugins.
Nächstes Stück@action player previous song	Next song	Your key	Your password
Vorheriges Stück@action player skip forward	Previous song	This selection box displays all the private keys that are in your keychain. Select the one you want to use for encrypted storage.	Public keys list: select the key that will be used for encryption.
Vorspulen@info:whatsthis	Forward	Additional key	Additional keys
Im Stück vorspulen@action player skip backward	Player seek forward	This character indicates whether the key for the specified user ID was found in your keychain. It is green if it was found, otherwise it is dark.	Displays the current authentication state of the KDE Remember The Milk applet. If the light is green, the applet is authenticated. If the light is red, you need to enter your username and password below to log in.
Zurückspulen@info:whatsthis	Rewind	This sign indicates whether the KMyMoney recovery lock was found in your keychain. It is green if it was found, otherwise it is dark.	Displays the current authentication state of the KDE Remember The Milk applet. If the light is green, the applet is authenticated. If the light is red, you need to enter your username and password below to log in.
Im Stück zurückspulen@action player stop	Player seek backward	Recovery key is available in keychain	Secret key available
Stopp@info:whatsthis	Stop	You can also encrypt the data with the KMyMoney recovery lock. Only the most important KMyMoney developers are in possession of the private key to unlock the data. This feature has been built in in case you have lost your key and no longer get your data. If this option is enabled, the KMyMoney developers can decrypt the data and send it to you in readable form. Please note that we will ask you some detailed questions about the content before we send you the deleted file.	Encrypts data with the & kappname; recover key. Selecting this option will allow core & kappname; developers to decrypt your data file in case you lose your encryption key.
Wiedergabe oder Aufnahme stoppen@action:inmenu	Stop playback or recording	Also encrypt with KMyMoney's recovery key	Also encrypt with kmymoney-recover key
Datei-Informationen ...@action playlist repeat	File info...	"Settings of the """"overview"" """" page """""" """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	"""kde"",,, ,,0.00,0.00,6.88,9.83, ""ktimetracker"",,, ,6.88,8.70,6.88,9.83, ,""3.2 feature plan "", ,,0.00,0.00,0.00,0.00, ,""bugs"", ,,0.00,1.13,0.00,1.13, ,""checkin changes - translation strings "", ,,0.00,0.00,0.00,0.00, ,""time card report"", ,,0.00,0.00,0.00,0.00, ""kopete"",,, ,0.00,0.00,0.00,0.00, ""promo"",,, ,0.00,0.00,0.00,0.00, ""web stuff"",,, ,0.00,0.00,0.00,0.00"
Wiederholen@action playlist shuffle	Repeat	In the light of the above, the Commission considers that the aid granted by the State is compatible with the internal market and does not constitute State aid within the meaning of Article 107(1) of the Treaty and does not constitute State aid within the meaning of Article 107(1) of the Treaty on the Functioning of the European Union, as amended by Article 107(1) of the Treaty on the Functioning of the European Union, as amended by Article 107(1) of the Treaty on the Functioning of the European Union, and in particular Article 107(1) of the Treaty on the Functioning of the European Union, as amended by Article 107(1) of the Treaty on the Functioning of the European Union, as amended by Article 107(1) of the Treaty on the Functioning of the European Union, as amended by Article 107(1) of the Treaty on the Functioning of the European Union, as amended by the Treaty on the Functioning of the European Union, as amended by the Treaty on the Functioning of the European Union, as amended by the Treaty on the Functioning of the Treaty on the Functioning of the European Union, as amended by the Treaty on the Treaty on European Union,	CD-Text If this option is checked K3b uses some otherwise unused space on the Audio CD to store additional information, such as the artist's name or the CD title. CD-Text is an extension to the audio CD standard introduced by Sony. CD-Text will only be usable on CD players that support this extension (mostly car CD players) and software like K3b, of course. Since a CD-Text-enhanced Audio CD will work in any Hifi CD or DVD player even if the player does not support CD-Text explicitly, enabling it is never a bad idea (just remember to fill in the CD-Text information).
Beliebige Reihenfolge@action player auto-start	Shuffle	Dates and dates of adoption of this Regulation: OJ L 347, 20.12.1994, p. 11; OJ L 347, 20.12.1994, p. 11; OJ L 347, 20.12.1994, p. 11; OJ L 347, 20.12.1994, p. 11; OJ L 347, 20.12.1994, p. 13; OJ L 347, 20.12.1994, p. 13; OJ L 347, 20.12.1994, p. 13; OJ L 343, 20.12.1994, p. 13; OJ L 343, 20.12.1994, p. 13. OJ L 343, 20.12.1994, p. 13. OJ L 343, 20.12.1994, p. 13. OJ L 343, 20.12.1994, p. 13.	"[--------------------------------------------------] {lt; Incidence Dategt; (dddd yyyy-MM-dd)] [lt; Incidence Start Timegt; (hh: mm) - & lt; Incidence End Timegt; (hh: mm) _BAR_ ""\\t""] \\tlt; Incidence Summary _BAR_ \\tgt; [, & lt; Incidence Locationgt;] \\t\\tlt; Incidence Description _BAR_ ""\\t""gt;"
Automatisch starten@action	Auto-Start	"The selected positions are displayed on the ""Overview"" page of KMyMoney. Use the buttons and check boxes to adjust the display of the ""Overview"" page to your needs."	The options to & kmines; are set by selecting Settings Configure & kmines; from the menubar. This will bring up a dialog box.
Automatisch zur Wiedergabeliste hinzufügen@action	Auto-Add to Playlist	""" > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > >"	"& lt; ?xml version=""1.0 ""? > & lt; kfr > & lt; mode search=""false""/ > & lt; replacement > & lt; oldstring > lt; ![CDATA[SEARCH_STRING_1]#93; > lt; /oldstring > & lt; newstring > lt; ![CDATA[REPLACE_STRING_1]#93; > lt; /newstring > & lt; /replacement > & lt; replacement > & lt; oldstring > lt; ![CDATA[SEARCH_STRING_2]#93; > lt; /oldstring > & lt; newstring > lt; ![CDATA[REPLACE_STRING_2]#93; > lt; /newstring > & lt; /replacement > & lt; replacement > & lt; oldstring > lt; ![CDATA[SEARCH_STRING_N]#93; > lt; /oldstring > & lt; newstring > lt; ![CDATA[REPLACE_STRING_N]#93; > lt; /newstring > & lt; /replacement > & lt; /kfr >"
source	target	translation	search_result
Telefon@item:inlistbox	Telephone	Percentage of standard font size:	Percentage of default font size
Helikopter@item:inlistbox	Helicopter	Restore the font size when leaving the program if manual modification is done with mouse wheel	Selecting this will save your font size preference if you have changed it from the Home page by using the mouse-wheel
Applaus@item:inlistbox	Applause	Information display	Display Info
Gewehrschuss@item:inlistbox	Gunshot	Text Colors	textcolor
Perkussion %1	Percussion %1	Grid Line Color	Grid Color
Ein MIDI/Karaoke-Abspielprogramm für KDE 4	A KDE 4 MIDI/ Karaoke player	Incorrect booking	Invalid collection
Pedro Lopez-Cabanillas	Pedro Lopez-Cabanillas	Values without exchange rate indication	Unsigned values display
Zu öffnende Stücke@info	Song(s) to open	Negative value	Invalid Value
Es ist kein MIDI-Modul geladen.@title:window	No MIDI backend loaded.	Use System Colors	Use system fonts
Schwerwiegender Fehler@info:whatsthis	Fatal	Account Book Background Colors	Chart background color
Die Anwendung beenden@info:whatsthis	Exit the application	Special background colors	Custom Colors
Eine Datei von der Festplatte öffnen@info:whatsthis	Open a file from disk	Account book group separator	The Accounts Accounting tab
Die Programmeinstellungen anpassen@info:whatsthis	Configure the program settings	Required field	required field
Den Liedtext ausdrucken@action:inmenu	Print the lyrics	Imported booking	Import Selected
Liedtext speichern ...@action player play	Save Lyrics...	Assigned bookings	Appointments
Wiedergabe@info:whatsthis	Play	Prediction Settings	Preview Settings
Wiedergabe starten@action player pause	Start playback of the current session	Number of days for account cycle:	Number of days of account cycle
Pause@info:whatsthis	Pause	Start day (of the month) of the forecast:	Day of month to start forecast
Wiedergabe anhalten@action player next song	Pause the playback	Number of days to be predicted:	Number of days to forecast
Nächstes Stück@action player previous song	Next song	Prediction method	History forecast method
Vorheriges Stück@action player skip forward	Previous song	Planned and future bookings	Actual and planned
Vorspulen@info:whatsthis	Forward	Past Based	Previous in History
Im Stück vorspulen@action player skip backward	Player seek forward	Histories-based prediction method settings	History forecast method
Zurückspulen@info:whatsthis	Rewind	Number of cycles to be used for prediction:	Number of cycles to use in forecast
Im Stück zurückspulen@action player stop	Player seek backward	History-based prediction method	History forecast method
Stopp@info:whatsthis	Stop	Simple moving means	Simple deflection
Wiedergabe oder Aufnahme stoppen@action:inmenu	Stop playback or recording	Weighted moving average	Moving average
Datei-Informationen ...@action playlist repeat	File info...	Linear regression	Show linear regression
Wiederholen@action playlist shuffle	Repeat	Specify a regular expression that can be used to search the received data from the above URL. To use the data, they must contain the icon, price and date. You can try to find out which settings are working for other users in your country via the kmymoney2-user@lists.sourceforge.net mailing list.	All results of a search are displayed in this window. This picture shows a search for & quot; @kde. orgquot; addresses which showed up 244 results. Using the search field the displayed list was reduced to a single key. This key has two matches: the primary user id itself matches the search string as well as one of the other user ids.
Beliebige Reihenfolge@action player auto-start	Shuffle	Regular expression to extract the icon from the downloaded data	Regular expression used to remove unwanted strings from the completion text
Automatisch starten@action	Auto-Start	Regular expression to extract the price from the downloaded data	Regular expression used to remove unwanted strings from the completion text
Automatisch zur Wiedergabeliste hinzufügen@action	Auto-Add to Playlist	URL for downloading the course note	URL(s) to download
source	target	translation	search_result
Telefon@item:inlistbox	Telephone	Enter the URL from which the exchange rates are to be downloaded. %1 is exchanged with the symbol of the said investment. For currency conversion, %2 is replaced with the currency of the exchange note and %1 with the currency on which the exchange note is based.	The selected URL cannot be verified because it contains a password. Sending this URL to %1 would put the security of %2 at risk.
Helikopter@item:inlistbox	Helicopter	Regular expression to extract the date from the downloaded data	Regular expression used to remove unwanted strings from the completion text
Applaus@item:inlistbox	Applause	Get HTML tags	HTML Tag
Gewehrschuss@item:inlistbox	Gunshot	KMyMoney usually removes all HTML tags from the data stream from the online source before analyzing the data using regular expressions. However, if these regular expressions require the presence of HTML tags, turn off the deletion with this option. The following characters are usually removed: HTML tags such as lt; taggt; & encoded characters such as amp; nbsp; double spaces	To delete a tag, we will use the Attribute Tree. Have you noticed the two little red crosses at the top-right corner? The first one deletes only the currently selected tag and, if the & HTML; /XHTML; specification does not allow some children of the deleted tag to be children of the parent tag of the tag set to be deleted, then they are also deleted, and so on. The second cross will delete the selected tag as well as all of its children, so be careful!
Perkussion %1	Percussion %1	Character Set Settings	Special Characters Settings
Ein MIDI/Karaoke-Abspielprogramm für KDE 4	A KDE 4 MIDI/ Karaoke player	Use system character sets	Use system fonts
Pedro Lopez-Cabanillas	Pedro Lopez-Cabanillas	Individual character set settings	Special Characters Settings
Zu öffnende Stücke@info	Song(s) to open	List Character Set	Set of Characters
Es ist kein MIDI-Modul geladen.@title:window	No MIDI backend loaded.	Header character set	Set of characters
Schwerwiegender Fehler@info:whatsthis	Fatal	Settings for scheduled bookings	Default Archive Settings
Die Anwendung beenden@info:whatsthis	Exit the application	Start Options	Startup Options
Eine Datei von der Festplatte öffnen@info:whatsthis	Open a file from disk	Number of days that payments are registered in advance	Number of days to forecast
Die Programmeinstellungen anpassen@info:whatsthis	Configure the program settings	Number of days for the booking preview in the account book	Number of days of account cycle
Den Liedtext ausdrucken@action:inmenu	Print the lyrics	Start dialog options	Startup Folder Options
Liedtext speichern ...@action player play	Save Lyrics...	After starting, overview, show page	Open window after program start
Wiedergabe@info:whatsthis	Play	Accuracy Settings	Quality Settings
Wiedergabe starten@action player pause	Start playback of the current session	Price accuracy	Accuracy
Pause@info:whatsthis	Pause	Institutions and bodies of the Member States of the European Union, the European Parliament and the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the Council of the European Union, the European Union and the Council of the European Union, the European Union, the European Union, the European Union, the European Union, the European Union, the European Union, the European Union, the European Union, the European Union and the European Union	KDE is available free of charge, but costs are incurred and assets formed in its creation. Thus, the KDE community formed KDE e.V., a non-profit organization legally founded in Tuebingen, Germany. KDE e.V. represents the KDE community in legal and financial matters. See http://www.kde-ev.orgfor information on KDE e.V. KDE benefits from financial support. Most of the funds raised are used to reimburse members and others for expenses they incur when contributing to KDE. You are encouraged to support KDE through a financial donation, using one of the ways described at http://www.kde.org/support/. Thank you very much in advance for your support.
Wiedergabe anhalten@action player next song	Pause the playback	Automatically save all	Auto save every:
Nächstes Stück@action player previous song	Next song	Financial year	Fiscal year of the Budget
Vorheriges Stück@action player skip forward	Previous song	The current financial year begins on	Enter the starting day and month of your fiscal year
Vorspulen@info:whatsthis	Forward	Synchronize account book selection and investment view	Synchronize clipboard and selection
Im Stück vorspulen@action player skip backward	Player seek forward	Mark the views you want to allow; deselect those you don't need.	Disable all the resources you do not want to export, and filter out the items you do not want to export.
Zurückspulen@info:whatsthis	Rewind	Accounts / categories..........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................	Category/ account entry
Im Stück zurückspulen@action player stop	Player seek backward	This option hides all categories not used in at least one booking. However, they are still displayed in the category selection list.	This option hides all to-dos from your list which are assigned to someone else. Only to-dos which have least one attendee will be checked. If you are not in the list of attendees the to-do will be hidden.
Stopp@info:whatsthis	Stop	Hide unused categories	Hide unused categories.
Wiedergabe oder Aufnahme stoppen@action:inmenu	Stop playback or recording	This option hides all accounts closed by the user in views and selection lists. By means of View/Show all accounts, all hidden accounts can be displayed in the views at a time.	To delete an account, first remove all the transactions from that account in the ledger. Next, find the account in the accounts view and after right clicking on the entry to show the popup menu select Delete account... from the popup menu.
Datei-Informationen ...@action playlist repeat	File info...	Show equity accounts	View Accounts
Wiederholen@action playlist shuffle	Repeat	This option hides all expired plans in the view of the scheduled bookings.	This option hides all to-dos from your list, where the start date has not been reached. (Note that the start date is not the due date of the to-do item.)
Beliebige Reihenfolge@action player auto-start	Shuffle	Do not show expired payment plans	Do n't show finished schedules
Automatisch starten@action	Auto-Start	This option hides all matched transactions in the account book.	This action will remove all the completed to-dos from your active calendar.
Automatisch zur Wiedergabeliste hinzufügen@action	Auto-Add to Playlist	Account book settings	Log Settings
source	target	translation	search_result
Telefon@item:inlistbox	Telephone	Show grid lines in the account book	Show grid lines in the transaction register.
Helikopter@item:inlistbox	Helicopter	Show booking details of the selected booking	Show the Details window for the selected object
Applaus@item:inlistbox	Applause	When using the account book lens, the details of the focused booking are displayed. Normally, only a single-line summary is displayed for each booking, as the details are displayed in the form.	The exact layout of the bottom area of the ledger view depends on your configuration and the type of account being displayed. However, it generally includes fields for all the details of a single transaction, as well as buttons for various actions that can apply to a transaction. It is described in more detail in the following sections.
Gewehrschuss@item:inlistbox	Gunshot	Show booking form	Show Forms
Perkussion %1	Percussion %1	Always show a no. field	Always show the tab bar
Ein MIDI/Karaoke-Abspielprogramm für KDE 4	A KDE 4 MIDI/ Karaoke player	Show group title between bookings	Display group headers in the register
Pedro Lopez-Cabanillas	Pedro Lopez-Cabanillas	Draws a larger title line over each group of bookings. The grouping depends on the current sorting order.	This command jumps to the previous newsgroup; the sequence follows the order of newsgroups in the folder view.
Zu öffnende Stücke@info	Song(s) to open	Show title line for past and current fiscal year	Display group headers for the current and the previous fiscal year
Es ist kein MIDI-Modul geladen.@title:window	No MIDI backend loaded.	Normal View	Normal Overview
Schwerwiegender Fehler@info:whatsthis	Fatal	Synchronization View	Synchronization
Die Anwendung beenden@info:whatsthis	Exit the application	Search View	Searches View
Eine Datei von der Festplatte öffnen@info:whatsthis	Open a file from disk	Use the buttons on the left and right to add or remove sorting options. The buttons on and off change the sorting order. Double-click on a selected entry to switch the sorting direction between ascending and descending.	To select an item in the list you can left click on it, or you can navigate through the list by using the Up arrow and Down arrow keys to move around, Right arrow to expand a subfolder and Left arrow to collapse it.
Die Programmeinstellungen anpassen@info:whatsthis	Configure the program settings	Data collection	Consolidating Data
Den Liedtext ausdrucken@action:inmenu	Print the lyrics	No field for new bookings with booking type pre-occupied	Create a new tab in an existing window rather than creating a new window
Liedtext speichern ...@action player play	Save Lyrics...	Automatic increment of check numbers	Check signatures automatically
Wiedergabe@info:whatsthis	Play	Maintain changes if another booking is selected	Keep changes when selecting a different transaction/ split
Wiedergabe starten@action player pause	Start playback of the current session	Enter switches between the fields	Use Enter to move between fields
Pause@info:whatsthis	Pause	Start comparison always at the beginning	Always load the last opened collection on start
Wiedergabe anhalten@action player next song	Pause the playback	Switch on this option if you always want to start name comparisons at the beginning. If the option is switched off, a part is also matching.	Mark this option if you always want to match names & eg;, for payees from the start. If unset, any substring is matched
Nächstes Stück@action player previous song	Next song	Standard for reconciliation status	Default reconciliation state
Vorheriges Stück@action player skip forward	Previous song	Default for reconciliation status for bookings entered during the reconciliation of an account	The default setting for the recurrence rule in the alarm edit dialog.
Vorspulen@info:whatsthis	Forward	Automatic execution	Autocompletion
Im Stück vorspulen@action player skip backward	Player seek forward	No automatic filling	No auto save
Zurückspulen@info:whatsthis	Rewind	Under no circumstances do bookings automatically complete.	Never Automatically
Im Stück zurückspulen@action player stop	Player seek backward	Same booking if difference in amount is not more than	Same transaction if amount differs less than X percent
Stopp@info:whatsthis	Stop	Collect all bookings of the payer. View all bookings that refer to the same category and have an amount in the +/- X% range as identical. If more than one booking exists, a list is displayed. When selecting 0%, all bookings are displayed.	When entering a new transaction with this option, & kappname; will display a list of previous transaction for the payee and account. If previous transactions differ in less than X percent, they will be considered identical. If the percentage is 0, all previous transactions for the payee and account will be displayed. When selecting a transaction, all transactions details except the date will be autofilled with those of the selected transaction.
Wiedergabe oder Aufnahme stoppen@action:inmenu	Stop playback or recording	Two bookings are generally considered identical by Autofill if they belong to the same account. However, they are considered to be different in any case if their amount deviates by more than the percentage entered here.See transaction if amount differences less than percent.	"Lines where only the amount of white space characters is different are treated as ""equal"" at first, while just one different non-white character causes the lines to be ""different"". If similar lines appear next to each other, this actually is coincidence but this fortunately is often the case. See also Manual Diff Help."
Datei-Informationen ...@action playlist repeat	File info...	Percentage.	Percentage
Wiederholen@action playlist shuffle	Repeat	with the data of the previously most widely used category of this payer.	With previously most often used transaction for the payee
Beliebige Reihenfolge@action player auto-start	Shuffle	The data of the last booking with the most used category for this payer are automatically filled in the booking editor.	When entering a new transaction with this option enabled, & kappname; will fill in all the transaction details based on the previously most often used transaction with the selected payee.
Automatisch starten@action	Auto-Start	Search for matching bookings within the area in +/- of the days indicated here on the basis of the booking date of the imported booking.	Search for matching transactions within the range of the imported transaction +/ - given days
Automatisch zur Wiedergabeliste hinzufügen@action	Auto-Add to Playlist	Question about the standard category for new recipients	Default mailing list for new projects
source	target	translation	search_result
Telefon@item:inlistbox	Telephone	If this option is enabled, if a new recipient is detected during import, the user is prompted to specify a standard category for this recipient.	Whenever a new payee is detected during an import, the user will be asked for the default category for the payee.
Helikopter@item:inlistbox	Helicopter	"Use this dialog to back up your data. Please make sure that there is a medium in the drive (e.g. floppy disk drive) and continue to select the mount point you enter in the input field or search by ""Select"". Make sure you have selected ""Hide"" if your system does not support automatic mounting. Press OK to make the backup."	"When an area of the screen is selected with mouse or keyboard, this is called ""the selection"". If this option is selected, the selection and the clipboard is kept the same, so that anything in the selection is immediately available for pasting elsewhere using any method, including the traditional middle mouse button. Otherwise, the selection is recorded in the clipboard history, but the selection can only be pasted using the middle mouse button. Also see the'Ignore Selection 'option."
Applaus@item:inlistbox	Applause	Device optionsThis is the mount point	Mount Options
Gewehrschuss@item:inlistbox	Gunshot	Mount point:	Mount point:
Perkussion %1	Percussion %1	Mount this device before the fuse is performed.	This device will be automatically mounted when attached.
Ein MIDI/Karaoke-Abspielprogramm für KDE 4	A KDE 4 MIDI/ Karaoke player	Reclassification of beneficiaries	Payees List
Pedro Lopez-Cabanillas	Pedro Lopez-Cabanillas	The bookings of the selected payees must be assigned to another payee before the selected payees can be deleted. Please select a payee from the list below.	This option hides all to-dos from your list which are assigned to someone else. Only to-dos which have least one attendee will be checked. If you are not in the list of attendees the to-do will be hidden.
Zu öffnende Stücke@info	Song(s) to open	Available payment recipients:	Available printers:
Es ist kein MIDI-Modul geladen.@title:window	No MIDI backend loaded.	Enter the name of the deleted payee in the assignment list of the payee selected above	Removes the attendee selected in the list above.
Schwerwiegender Fehler@info:whatsthis	Fatal	New Accounts dialog	The New Account dialog
Die Anwendung beenden@info:whatsthis	Exit the application	Opening information	Release Info
Eine Datei von der Festplatte öffnen@info:whatsthis	Open a file from disk	Balance:	Balance
Die Programmeinstellungen anpassen@info:whatsthis	Configure the program settings	Last check number:	Last query:
Den Liedtext ausdrucken@action:inmenu	Print the lyrics	No automatic VAT allocation	No auto save
Liedtext speichern ...@action player play	Save Lyrics...	Preferred account	Displayed account
Wiedergabe@info:whatsthis	Play	Number:	Number:
Wiedergabe starten@action player pause	Start playback of the current session	SWIFT/BIC	Winbind / Samba
Pause@info:whatsthis	Pause	Hierarchy	Hierarchical
Wiedergabe anhalten@action player next song	Pause the playback	Sub-account	Account
Nächstes Stück@action player previous song	Next song	Limits	Limits
Vorheriges Stück@action player skip forward	Previous song	This page allows the definition of certain limits. KMyMoney will warn as soon as the balance reaches certain limits.	When traffic for a month or billing period exceeds this limit, KNemo will emit a notification. The notification will appear once per session.
Vorspulen@info:whatsthis	Forward	Absolute limit............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................	Absolute
Im Stück vorspulen@action player skip backward	Player seek forward	Maximum credit limit	Upper limit
Zurückspulen@info:whatsthis	Rewind	Minimum balance	Minimum Balance (Min Bal & lt; ngt;)
Im Stück zurückspulen@action player stop	Player seek backward	Early warning	Warning
Stopp@info:whatsthis	Stop	VAT details	VAT
